,freq,word,freq Mu
2065,1.0,verme,
2066,1.0,aplaude,
2067,1.0,compra,
2068,1.0,disco,
2069,1.0,haga,
2070,1.0,siguiente,
2071,1.0,apoya,
2072,1.0,redes,
2073,1.0,ustedes,
2074,1.0,fácil,
2075,1.0,crítico,
2076,1.0,sabelotodo,
2077,1.0,enterrar,
2078,1.0,traigo,
2079,1.0,lodo,
2080,1.0,¿algo,
2081,1.0,apasiona,
2082,1.0,conozco,
2083,1.0,invierto,
2084,1.0,resultado,
2085,1.0,complace,
2086,1.0,contenido,
2087,1.0,envase,
2088,1.0,fama,
2089,1.0,clase,
2090,1.0,conocen,
2091,1.0,tatúan,
2092,1.0,frases,
2093,1.0,mijo,1.0
2094,1.0,apretar,1.0
2095,1.0,soportar,1.0
2096,1.0,venga,1.0
2097,1.0,sal,1.0
2098,1.0,trabaja,1.0
2099,1.0,dale,1.0
2100,1.0,rompas,1.0
2101,1.0,confirmó,1.0
2102,1.0,jefa,1.0
2103,1.0,pierdes,1.0
2104,1.0,rifas,1.0
2105,1.0,sirves,1.0
2106,1.0,quejas,1.0
2107,1.0,subidas,1.0
2108,1.0,bajadas,1.0
2109,1.0,sorpresas,1.0
2110,1.0,verdaderos,1.0
2111,1.0,alejan,1.0
2112,1.0,tundas,1.0
2113,1.0,visitó,1.0
2114,1.0,tumba,1.0
2115,1.0,construyen,1.0
2116,1.0,derrumba,1.0
2117,1.0,olvidarlo,1.0
2118,1.0,viejo,1.0
2119,1.0,siguiendo,1.0
2120,1.0,consejos,1.0
2121,1.0,comencé,1.0
2122,1.0,abajo,1.0
2123,1.0,confié,1.0
2124,1.0,caía,1.0
2125,1.0,levantaba,1.0
2126,1.0,arrebate,1.0
2127,,cayó,1.0
